NIK,Kepala_Keluarga,Alamat_Email,Usia,Tingkat_Pendidikan,Pekerjaan,Jumlah_Tanggungan,Lokasi,Pengalaman_Kerja,Status_Pernikahan,Status_Pekerjaan,Jumlah_Anggota_Rumah_Tangga,Status_Kepemilikan_Rumah,Jenis_Perkonomian,Jenis_Kelamin,Transportasi_Utama,Pendapatan
4264186494598570,Rima Damar Safitri,rima.damar83@icloud.com,55.0,Magister,Kesehatan,0.0,Urban,24.0,Menikah,Full-time,2.0,Sewa,Apartemen,Perempuan,Mobil,1415941.0
9985878302936207,Garin Bagas Bagus,garin.bagas.@gmail.com,37.0,Sarjana,Kesehatan,4.0,Suburban,,Menikah,Part-time,5.0,Milik Sendiri,Rumah Susun,Perempuan,Bersepeda,67470.0
7573508496440509,Puti Oktaviani Eka Rachma,puti.oktaviani98.@outlook.com,65.0,Sarjana,Kesehatan,4.0,Urban,1.0,Menikah,Full-time,1.0,Sewa,Apartemen,Laki-Laki,,
3820134209002017,Agus Ajeng Yusman,agus.ajeng25@outlook.com,43.0,Sarjana,Lainnya,4.0,Rural,24.0,Menikah,Full-time,2.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,403035.0
5202998726432332,Nur Pandu Gunawan,nur.pandu72_@outlook.com,,Magister,Teknologi,4.0,Urban,48.0,Bercerai,Full-time,2.0,Milik Sendiri,Apartemen,Perempuan,,74826.0
7047494717339882,Jaka Balqis Harto,jaka.balqis.@hotmail.com,62.0,,Keuangan,4.0,Urban,,Menikah,Self-employed,3.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,74358.0
4970051692124430,Agus Utami Zara,agus.utami_@outlook.com,,SMA,Kesehatan,0.0,Suburban,28.0,Lajang,Self-employed,1.0,Sewa,Rumah Susun,Perempuan,Bersepeda,75012.5735653335
4984169783906809,Agus Ria Jatmiko,agus.ria85.@yahoo.com,58.0,SMA,Pendidikan,0.0,Urban,33.0,Menikah,Self-employed,1.0,Sewa,Rumah Susun,Laki-Laki,Transportasi Umum,68214.0
2319878469803351,Made Bagas Utomo,made.bagas@outlook.com,25.0,Magister,Keuangan,3.0,Urban,39.0,Lajang,Self-employed,1.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,65080.0
1439929348686267,Bima Zainal Laksana,bima.zainal69.@gmail.com,57.0,Sarjana,Keuangan,1.0,Urban,40.0,Menikah,Self-employed,1.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,39667.0
7953580504287826,Ela Kencana Cahyo,ela.kencana34.@yahoo.com,63.0,,Teknologi,4.0,Urban,32.0,Bercerai,Part-time,3.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,72374.0
2009390827628340,Putri Oktaviani Firmansyah,putri.oktaviani68@yahoo.com,54.0,Sarjana,Keuangan,4.0,Urban,19.0,Lajang,Part-time,5.0,Sewa,Apartemen,Perempuan,Bersepeda,57108.0
6561595268590494,Zani Ulan Harto,zani.ulan@yahoo.com,42.0,SMA,Lainnya,0.0,Urban,29.0,Lajang,Self-employed,7.0,Milik Sendiri,Apartemen,Perempuan,Jalan Kaki,69840.0
6438522668874331,Ika Aditya Firmansyah,ika.aditya@yahoo.com,38.0,Sarjana,Lainnya,3.0,,39.0,Menikah,Self-employed,5.0,Sewa,Rumah Tinggal,Perempuan,Jalan Kaki,3025796.0
8921729749653084,Uli Widodo Wijaya,uli.widodo@outlook.com,35.0,SMA,Pendidikan,3.0,Urban,4.0,Menikah,Full-time,6.0,Sewa,Apartemen,Laki-Laki,Mobil,71436.0
4574571211200037,Lia Aditya Firmansyah,lia.aditya37-@yahoo.com,20.0,Magister,Lainnya,1.0,Suburban,6.0,Menikah,Full-time,4.0,Milik Sendiri,Apartemen,Laki-Laki,Jalan Kaki,892709.0
6641543754399508,Agus Aditya Jatmiko,agus.aditya@hotmail.com,48.0,Magister,Teknologi,1.0,Urban,10.0,Menikah,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,
5940917388452928,Yani Yulia Jatmiko,yani.yulia97_@gmail.com,,Magister,Pendidikan,0.0,Urban,22.0,Lajang,Full-time,3.0,Sewa,Apartemen,Perempuan,,212472.0
5562884788905923,Made Ria Wijaya,made.ria@outlook.com,26.0,Doktor,Kesehatan,1.0,Urban,33.0,Lajang,Full-time,5.0,Sewa,Rumah Susun,Laki-Laki,Mobil,39601.0
6599535307720019,Ela Naura Zulkarnaen,ela.naura@gmail.com,43.0,,Keuangan,,Urban,19.0,Lajang,Full-time,6.0,Sewa,Rumah Tinggal,Perempuan,Jalan Kaki,4154959.0
9360149011975324,Sari Krisna Gunawan,sari.krisna-@outlook.com,20.0,Sarjana,Pendidikan,4.0,Urban,5.0,Menikah,Part-time,6.0,Milik Sendiri,Rumah Susun,Laki-Laki,Jalan Kaki,517577.0
5253505646399258,Made Prasetyo Setiawan,made.prasetyo41@icloud.com,65.0,Magister,Teknologi,3.0,Urban,6.0,Menikah,Full-time,2.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,72136.0
4940651299174291,Lestari Ningsih Yuliani,lestari.ningsih@yahoo.com,21.0,SMA,Kesehatan,2.0,Urban,22.0,Menikah,Full-time,2.0,Milik Sendiri,Rumah Tinggal,Perempuan,Jalan Kaki,65394.0
6916386040978226,Uli Rafi Mawardi,uli.rafi14.@gmail.com,36.0,,Lainnya,2.0,Urban,16.0,Menikah,Self-employed,7.0,Sewa,Rumah Susun,Perempuan,Bersepeda,3833303.0
8082909677558199,Imam Ningsih Tunggul,imam.ningsih43@yahoo.com,35.0,SMA,Pendidikan,5.0,Urban,29.0,Bercerai,Part-time,1.0,Milik Sendiri,Apartemen,Laki-Laki,,206465.0
3897433098123469,Xandra Ningsih Hidayat,xandra.ningsih98@gmail.com,20.0,SMA,Kesehatan,5.0,Urban,12.0,Lajang,Full-time,3.0,Sewa,Rumah Susun,Perempuan,Transportasi Umum,49486.05761224114
2149077839622510,Siska Ajeng Darmawan,siska.ajeng_@yahoo.com,26.0,Sarjana,,0.0,Urban,25.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,70986.0
5097253732403899,Uli Abdurrahman Tjahjono,uli.abdurrahman49@yahoo.com,66.0,Sarjana,Pendidikan,2.0,Suburban,,Menikah,Full-time,2.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,71458.0
6664371841672833,Putri Dwi Basuki,putri.dwi93-@hotmail.com,32.0,Sarjana,Kesehatan,3.0,Urban,11.0,Bercerai,Self-employed,4.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,71992.0
4155110254364268,Yani Kencana Tunggul,yani.kencana@icloud.com,25.0,Sarjana,Kesehatan,4.0,Urban,33.0,Menikah,Part-time,6.0,Sewa,Rumah Susun,Perempuan,Bersepeda,829468.0
2193023292308049,Yudha Utami Darmawan,yudha.utami52@yahoo.com,62.0,Sarjana,Pendidikan,3.0,Urban,36.0,Menikah,Full-time,3.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,68684.0
1950453653363888,Cahya Balqis Laksana,cahya.balqis36@hotmail.com,26.0,Sarjana,Teknologi,2.0,Urban,42.0,Lajang,Full-time,7.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,539902.0
6445849261936461,Ovi Kencana Laksana,ovi.kencana78@hotmail.com,52.0,SMA,Pendidikan,4.0,Suburban,37.0,Menikah,Self-employed,3.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,9465391.0
2016186792158725,Wahyu Aditya Gunawan,wahyu.aditya93@yahoo.com,62.0,SMA,Pendidikan,3.0,Urban,42.0,Lajang,Full-time,4.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,73020.0
9465238449753300,Wahyu Ery Alfi,wahyu.ery@hotmail.com,,Sarjana,Lainnya,2.0,Urban,48.0,Lajang,Part-time,3.0,,Rumah Tinggal,Laki-Laki,Transportasi Umum,151456.0
4849192140627772,Jaka Sulis Alfi,jaka.sulis.@icloud.com,42.0,,Pendidikan,4.0,Urban,32.0,,Self-employed,5.0,Sewa,Apartemen,Laki-Laki,Mobil,43297.0
1760966841593903,Oka Dwi Hidayat,oka.dwi26-@icloud.com,34.0,SMA,Pendidikan,2.0,Urban,18.0,Lajang,Self-employed,5.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,74732.0
1416891705043131,Ela Manaf Wijaya,ela.manaf19@icloud.com,45.0,Sarjana,Teknologi,3.0,Urban,2.0,Menikah,Self-employed,5.0,Milik Sendiri,Apartemen,Laki-Laki,,4232941.0
9522299201021770,Aira Zita Gandi,aira.zita_@outlook.com,67.0,Sarjana,,5.0,Urban,38.0,Lajang,Part-time,6.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,69872.0
5285273636374665,Eko Indah Ekasari,eko.indah50_@yahoo.com,27.0,Sarjana,Lainnya,3.0,Suburban,32.0,Lajang,Part-time,1.0,Sewa,Rumah Tinggal,Laki-Laki,Bersepeda,31253.0
1912012058716540,Wahyu Citra Tjahjono,wahyu.citra28@gmail.com,60.0,SMA,Kesehatan,4.0,Urban,0.0,Lajang,Full-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,70974.0
7192312764429821,Yudha Jihan Lesmana,yudha.jihan@gmail.com,64.0,Magister,Lainnya,0.0,Urban,15.0,Menikah,Full-time,3.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,
2936007461922148,Imam Kencana Lesmana,imam.kencana@hotmail.com,49.0,Sarjana,Kesehatan,3.0,Rural,18.0,Lajang,Part-time,5.0,Sewa,Rumah Susun,Perempuan,Bersepeda,118467.0
5977937463870692,Indra Joko Bagus,indra.joko@outlook.com,44.0,Sarjana,Pendidikan,0.0,Urban,30.0,Bercerai,Self-employed,1.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,9194486.0
2338222067577175,Eko Oktaviani Firmansyah,eko.oktaviani64.@yahoo.com,19.0,Sarjana,Lainnya,4.0,Urban,22.0,Lajang,Part-time,5.0,Sewa,Rumah Tinggal,Perempuan,Bersepeda,65546.0
7829047415514320,Tegar Bagas Firmansyah,tegar.bagas42@hotmail.com,53.0,SMA,Teknologi,2.0,Urban,,Menikah,Full-time,4.0,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,155898.0
8522659710718906,Qiana Yulia Rahayu,qiana.yulia@gmail.com,67.0,SMA,Kesehatan,5.0,Suburban,36.0,Menikah,Self-employed,5.0,Sewa,Rumah Tinggal,Laki-Laki,,2460040.0
8577626860831062,Miko Lita Bagus,miko.lita@yahoo.com,69.0,SMA,Kesehatan,2.0,Urban,4.0,Menikah,Self-employed,6.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,70856.0
6123538131379362,Garin Raharja Hidayat,garin.raharja-@hotmail.com,32.0,Magister,Kesehatan,4.0,Suburban,40.0,Menikah,Full-time,2.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,70524.0
2039350601948334,Fadli Langgeng Indrianto,fadli.langgeng@icloud.com,65.0,,Teknologi,1.0,Urban,10.0,Lajang,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,68454.0
6864942097143563,Lestari Krisna Abdurrahman,lestari.krisna@yahoo.com,60.0,Sarjana,Kesehatan,3.0,Urban,41.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,72212.0
1349198806353332,Cahya Taufik Anwar,cahya.taufik40-@gmail.com,47.0,Magister,Lainnya,1.0,Urban,,Menikah,Self-employed,6.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,74818.0
5062183343310781,Agus Ningsih Zulkarnaen,agus.ningsih14@outlook.com,52.0,Sarjana,Keuangan,0.0,Urban,26.0,Menikah,Full-time,4.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,5409638.0
7892157573291988,Bima Damar Gandi,bima.damar52@yahoo.com,32.0,SMA,Pendidikan,3.0,Rural,48.0,Bercerai,Part-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Jalan Kaki,67042.0
6093959941669168,Hana Ulan Ibrahim,hana.ulan@outlook.com,42.0,Sarjana,Pendidikan,4.0,Urban,29.0,Menikah,Full-time,3.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,
5340558337305652,Vina Abdurrahman Eka Putra,vina.abdurrahman@hotmail.com,29.0,Sarjana,Pendidikan,4.0,Urban,5.0,Lajang,Part-time,4.0,Sewa,Rumah Susun,Laki-Laki,Transportasi Umum,
8336343854817445,Dila Feri Qodrat,dila.feri29.@gmail.com,47.0,SMA,Pendidikan,1.0,Suburban,28.0,Menikah,Full-time,7.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,345600.0
6690485597355752,Bima Widodo Cahyana,bima.widodo57@yahoo.com,43.0,Magister,Pendidikan,0.0,Rural,26.0,Lajang,Part-time,1.0,Sewa,Apartemen,Laki-Laki,,71228.0
2358760359186670,Sari Rafi Hidayat,sari.rafi@hotmail.com,70.0,SMA,Lainnya,4.0,Urban,9.0,Menikah,Full-time,5.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,676907.0
8749641620165992,Cinta Gendis Laksana,cinta.gendis80.@yahoo.com,70.0,Sarjana,Keuangan,4.0,Urban,28.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,273485.0
5784560763831064,Tara Abdurrahman Harto,tara.abdurrahman51@outlook.com,59.0,SMA,Teknologi,2.0,Urban,14.0,Lajang,Full-time,3.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,70014.0
3239683016640485,Ovi Damar Kurniawan,ovi.damar51@yahoo.com,65.0,Sarjana,Lainnya,3.0,Urban,38.0,Menikah,Part-time,5.0,Milik Sendiri,Apartemen,Perempuan,Mobil,5714922.0
2922698533491970,Wulan Hendra Cahyo,wulan.hendra65@hotmail.com,,Sarjana,Teknologi,1.0,Suburban,29.0,Lajang,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,71236.0
9870883840198889,Jaka Indah Anwar,jaka.indah@outlook.com,54.0,Magister,Kesehatan,0.0,Suburban,21.0,Bercerai,Part-time,7.0,Sewa,Apartemen,Laki-Laki,,122468.0
2337961360927850,Dewi Manaf Eka Rachma,dewi.manaf@gmail.com,18.0,Doktor,Lainnya,4.0,Urban,10.0,Lajang,Self-employed,3.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,
6739237309543391,Nanda Vicky Abdurrahman,nanda.vicky.@icloud.com,31.0,SMA,Pendidikan,1.0,Urban,8.0,Lajang,Full-time,5.0,Milik Sendiri,Apartemen,Perempuan,Mobil,789178.0
8794618771848289,Imam Citra Qodrat,imam.citra18@outlook.com,39.0,,Teknologi,3.0,Urban,14.0,Lajang,Part-time,6.0,Sewa,Apartemen,Laki-Laki,Transportasi Umum,
8899942359018124,Cahya Vicky Nugroho,cahya.vicky@gmail.com,23.0,Sarjana,Pendidikan,1.0,Urban,38.0,Menikah,Self-employed,3.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,67592.0
2512125438245085,Imam Lita Nafian,imam.lita23@outlook.com,,Sarjana,Teknologi,2.0,Suburban,11.0,Lajang,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,70716.0
9170349010416745,Made Zainal Eka Putra,made.zainal_@outlook.com,33.0,SMA,Kesehatan,0.0,,20.0,Lajang,Part-time,7.0,Milik Sendiri,Rumah Susun,Perempuan,,70386.0
8607136786933813,Cahya Jihan Zara,cahya.jihan@gmail.com,62.0,Magister,Pendidikan,2.0,Suburban,8.0,Menikah,Full-time,,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,6801000.0
1152202700090410,Puti Ningsih Purnama,puti.ningsih62@yahoo.com,61.0,Sarjana,Teknologi,3.0,Suburban,42.0,Lajang,Part-time,5.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,87728.52507168248
8206744773963197,Jaka Widodo Wijaya,jaka.widodo77-@yahoo.com,59.0,Magister,Pendidikan,5.0,Urban,0.0,Lajang,Self-employed,6.0,Milik Sendiri,Apartemen,Perempuan,Mobil,
4418431168963471,Kartika Ery Yuliani,kartika.ery39@gmail.com,29.0,Magister,Teknologi,3.0,Suburban,17.0,Lajang,Full-time,1.0,,Apartemen,Laki-Laki,Jalan Kaki,430866.0
7510623818881257,Puti Zita Santoso,puti.zita26@gmail.com,61.0,SMA,Teknologi,5.0,Urban,12.0,Menikah,Full-time,4.0,Milik Sendiri,Apartemen,Perempuan,Jalan Kaki,
8904870925579467,Miko Gendis Cahyana,miko.gendis@yahoo.com,50.0,SMA,Kesehatan,5.0,Rural,21.0,Menikah,Self-employed,4.0,Milik Sendiri,Rumah Susun,Perempuan,Mobil,69096.0
5464904859907958,Bima Yoga Laksana,bima.yoga70@hotmail.com,62.0,Sarjana,Lainnya,4.0,Urban,37.0,Menikah,Full-time,3.0,,Rumah Tinggal,Perempuan,Mobil,72774.0
6899710607383186,Yani Tirta Dwianto,yani.tirta.@hotmail.com,61.0,Magister,,0.0,Urban,48.0,Menikah,Part-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,68150.0
4428250461540168,Eko Feri Santoso,eko.feri29@gmail.com,44.0,Sarjana,Pendidikan,0.0,Suburban,44.0,Menikah,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,71894.0
3883580594194152,Cahya Satrio Yuliani,cahya.satrio47@icloud.com,32.0,Sarjana,Kesehatan,3.0,Urban,1.0,Lajang,Self-employed,6.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,161340.0
2042340421748752,Nur Prasetyo Safitri,nur.prasetyo@yahoo.com,66.0,Sarjana,Kesehatan,5.0,Urban,35.0,Lajang,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Jalan Kaki,65026.0
8272843838344089,Andi Pandu Yuliani,andi.pandu62@hotmail.com,48.0,Sarjana,Kesehatan,5.0,Urban,11.0,Bercerai,Self-employed,6.0,Milik Sendiri,Rumah Susun,Perempuan,Mobil,68098.0
3084199604193916,Imam Abdurrahman Mawardi,imam.abdurrahman-@yahoo.com,31.0,Sarjana,Keuangan,1.0,Urban,35.0,Bercerai,Part-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,67374.0
8028272414412854,Aira Gendis Widodo,aira.gendis-@gmail.com,29.0,Magister,Kesehatan,0.0,Urban,6.0,Lajang,Part-time,3.0,Sewa,Apartemen,Perempuan,Transportasi Umum,70442.0
1064060613770176,Eko Gendis Anwar,eko.gendis@icloud.com,35.0,SMA,Teknologi,2.0,Urban,20.0,Lajang,Part-time,3.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,104430.0
2757984491135879,Tara Hendra Eka Putra,tara.hendra@gmail.com,28.0,Magister,Kesehatan,5.0,Urban,10.0,Menikah,Full-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Mobil,65790.0
6225308251094557,Budi Lita Bagus,budi.lita12@icloud.com,66.0,SMA,Kesehatan,1.0,Urban,18.0,Lajang,Self-employed,5.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,67860.0
6883237465575153,Yudha Oktaviani Setiawan,yudha.oktaviani53@yahoo.com,59.0,Magister,Kesehatan,4.0,Urban,38.0,Lajang,Part-time,,Milik Sendiri,Rumah Tinggal,Perempuan,,72850.0
5424377935240173,Zani Irfan Firmansyah,zani.irfan60-@yahoo.com,28.0,SMA,Teknologi,4.0,Rural,31.0,Menikah,Full-time,1.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,8059738.0
3115624438801627,Fadli Mahmud Widodo,fadli.mahmud54-@outlook.com,37.0,Sarjana,Kesehatan,3.0,Urban,29.0,Bercerai,Full-time,3.0,Sewa,Rumah Susun,Laki-Laki,Mobil,9852441.0
6909930464622708,Hanif Widi Dimas,hanif.widi95@outlook.com,25.0,Sarjana,Pendidikan,0.0,Urban,13.0,Lajang,Self-employed,2.0,Sewa,Apartemen,Perempuan,Mobil,107058.0
2634040110209911,Aira Zainal Baginda,aira.zainal43@yahoo.com,19.0,SMA,Kesehatan,2.0,Urban,47.0,Lajang,Self-employed,7.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,69112.0
1288828691652508,Made Ria Lesmana,made.ria46@yahoo.com,45.0,Magister,Pendidikan,4.0,Urban,10.0,Lajang,Full-time,1.0,Sewa,Apartemen,Perempuan,Transportasi Umum,70386.0
7800539650057678,Fadli Krisna Rahayu,fadli.krisna32@outlook.com,66.0,Magister,Kesehatan,3.0,Urban,49.0,Menikah,Full-time,,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,69326.0
6009641270483966,Ika Lita Cahyana,ika.lita@yahoo.com,33.0,Sarjana,Teknologi,1.0,Urban,37.0,Lajang,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,62198.0
2419824660878123,Rima Jihan Rahayu,rima.jihan@yahoo.com,23.0,Sarjana,Kesehatan,4.0,Urban,32.0,Lajang,Full-time,1.0,Sewa,Apartemen,Laki-Laki,Mobil,91943.0
8351586915368790,Hanif Candra Ekasari,hanif.candra71@gmail.com,,Doktor,Kesehatan,3.0,Urban,20.0,Menikah,Part-time,3.0,Sewa,Rumah Susun,Perempuan,Mobil,65744.0
1784891729768413,Jaka Tirta Zara,jaka.tirta90@outlook.com,27.0,SMA,Pendidikan,0.0,Urban,28.0,Lajang,Full-time,4.0,Sewa,Apartemen,Laki-Laki,Mobil,51368.0
3827020618423775,Wahyu Krisna Wijaya,wahyu.krisna65@icloud.com,21.0,Magister,Kesehatan,3.0,Urban,30.0,Menikah,Full-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,68826.0
2888571548966700,Kiki Sulis Ekasari,kiki.sulis22@icloud.com,43.0,Magister,Pendidikan,4.0,Urban,31.0,Menikah,Full-time,6.0,Sewa,Rumah Susun,Perempuan,Bersepeda,3457081.0
3450211261183380,Wahyu Sulis Cahyana,wahyu.sulis@outlook.com,28.0,SMA,Kesehatan,0.0,Rural,5.0,Lajang,Full-time,2.0,Sewa,Rumah Tinggal,Perempuan,,70372.0
1429344430992558,Jaka Candra Tunggul,jaka.candra@yahoo.com,31.0,Sarjana,Teknologi,0.0,Urban,33.0,Lajang,Full-time,7.0,Sewa,Apartemen,Perempuan,Bersepeda,5205293.0
6250976675305302,Hana Ria Firmansyah,hana.ria78.@outlook.com,53.0,Sarjana,Teknologi,1.0,Suburban,15.0,Menikah,Part-time,3.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,10063854.406747278
9099000249704446,Tara Feri Eka Putra,tara.feri89_@hotmail.com,51.0,Sarjana,Pendidikan,1.0,Urban,10.0,Menikah,Full-time,1.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,5254469.0
2255182698182690,Eko Yoga Kurniawan,eko.yoga@gmail.com,25.0,SMA,Lainnya,4.0,Urban,40.0,Menikah,Part-time,7.0,Sewa,Apartemen,Laki-Laki,Jalan Kaki,65648.0
9928006823871939,Nanda Rafi Hidayat,nanda.rafi@hotmail.com,64.0,Sarjana,Kesehatan,2.0,Urban,4.0,Lajang,Self-employed,1.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,6513700.0
3433059216070869,Xandra Yoga Rahayu,xandra.yoga51@hotmail.com,27.0,Doktor,Lainnya,3.0,Urban,45.0,Menikah,Part-time,7.0,Milik Sendiri,Apartemen,Perempuan,Mobil,74026.0
1165648686392244,Faiz Abdurrahman Harto,faiz.abdurrahman_@gmail.com,,SMA,Lainnya,2.0,Rural,5.0,Lajang,Self-employed,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,35071.0
5678064998957771,Cahya Irfan Rahayu,cahya.irfan25@outlook.com,62.0,SMA,Teknologi,1.0,Urban,25.0,Lajang,Part-time,2.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,85465.71877228726
6248830883305681,Fadli Utami Tunggul,fadli.utami-@yahoo.com,62.0,Magister,Teknologi,0.0,Suburban,6.0,Lajang,Self-employed,5.0,,Rumah Tinggal,Perempuan,Transportasi Umum,72998.0
6482104842220450,Siska Utami Rahayu,siska.utami25@gmail.com,45.0,,Lainnya,3.0,Urban,24.0,Menikah,Full-time,,Sewa,Apartemen,Perempuan,Transportasi Umum,66148.0
3031325532253768,Aira Lita Baginda,aira.lita@hotmail.com,33.0,Sarjana,Kesehatan,2.0,Urban,25.0,Lajang,Full-time,5.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,66600.0
3885994464389013,Made Fitria Harto,made.fitria18@hotmail.com,39.0,Sarjana,Lainnya,4.0,Urban,33.0,Lajang,Part-time,1.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,66952.0
9051352294413638,Wulan Yulia Tunggul,wulan.yulia49@hotmail.com,40.0,Sarjana,Teknologi,1.0,,49.0,Lajang,Part-time,2.0,Sewa,Apartemen,Laki-Laki,,1422880.0
6745786509118401,Nur Abdurrahman Utomo,nur.abdurrahman23@yahoo.com,29.0,SMA,Keuangan,3.0,Urban,4.0,Menikah,Self-employed,5.0,Sewa,Rumah Susun,Perempuan,Mobil,559926.0
2591812213361296,Nur Oktaviani Laksana,nur.oktaviani10@yahoo.com,23.0,SMA,,0.0,,2.0,Menikah,Full-time,3.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,1855524.0
1690801523219087,Cahya Aditya Jatmiko,cahya.aditya@gmail.com,60.0,Magister,Pendidikan,5.0,Urban,8.0,Menikah,Full-time,3.0,Sewa,Apartemen,Perempuan,Bersepeda,4455245.0
7003055138141823,Uli Pandu Baginda,uli.pandu-@gmail.com,18.0,Sarjana,Keuangan,5.0,Suburban,4.0,Lajang,Self-employed,7.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,8856462.0
1049167168169050,Tegar Feri Zulkarnaen,tegar.feri-@hotmail.com,40.0,SMA,Teknologi,3.0,,24.0,Menikah,Self-employed,7.0,Sewa,Rumah Susun,Perempuan,Transportasi Umum,70098.0
6172153623299708,Hana Bagas Zulkarnaen,hana.bagas.@outlook.com,34.0,Magister,Keuangan,2.0,Suburban,44.0,Menikah,Full-time,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,88887.0
8352025125835269,Andi Widodo Nugroho,andi.widodo_@gmail.com,19.0,Sarjana,Keuangan,4.0,Urban,12.0,Menikah,Full-time,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,66302.0
7690294082909236,Indra Aditya Jatmiko,indra.aditya14@hotmail.com,54.0,SMA,Kesehatan,0.0,Urban,49.0,Bercerai,Self-employed,5.0,Milik Sendiri,Apartemen,Perempuan,,70444.0
4024540984740244,Xandra Ulan Qodrat,xandra.ulan-@hotmail.com,41.0,Magister,,2.0,Suburban,19.0,Lajang,Full-time,2.0,Sewa,Apartemen,Perempuan,Transportasi Umum,261244.0
1499266343079343,Hana Taufik Zara,hana.taufik10.@hotmail.com,20.0,Magister,Teknologi,2.0,Urban,37.0,Menikah,Part-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,72482.0
7210780849547059,Dewi Vicky Bagus,dewi.vicky15@outlook.com,44.0,Sarjana,Lainnya,2.0,Urban,,Menikah,Full-time,,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,66088.0
7720937891642076,Agus Krisna Lesmana,agus.krisna@outlook.com,34.0,Magister,Kesehatan,4.0,,39.0,Menikah,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,69682.0
